id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity,address,holiday_date,description,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11
18006,2016-05-21,18:04,第13節,第1日,湘南,仙台,ShonanBMWスタジアム平塚,晴,21.3,65.0,スカパー!/スカパー!プレミアムサービス,11581.0,15732,神奈川県平塚市大原1−1,,,17 端戸 仁 FW,23 高山 薫 FW,10 菊池 大介 MF,15 長谷川 アーリアジャスール MF,16 石川 俊輝 MF,7 大竹 洋平 MF,6 三竿 雄斗 DF,30 島村 毅 DF,20 坪井 慶介 DF,36 岡本 拓也 DF,1 村山 智彦 GK,0,1,1 六反 勇治 GK,27 大岩 一貴 DF,13 平岡 康裕 DF,3 渡部 博文 DF,5 石川 直樹 DF,17 富田 晋伍 MF,18 三田 啓貴 MF,14 金久保 順 MF,10 梁 勇基 MF,8 野沢 拓也 FW,20 ハモン ロペス FW
18007,2016-05-21,18:34,第13節,第1日,名古屋,鹿島,豊田スタジアム,晴,21.9,69.0,スカパー!/スカパー!プレミアムサービス/名古屋テレビ(録),17499.0,41255,愛知県豊田市千石町7-2,,,9 シモビッチ FW,7 田口 泰士 MF,11 永井 謙佑 MF,17 明神 智和 MF,15 イ スンヒ MF,18 野田 隆之介 MF,24 高橋 諒 DF,2 竹内 彬 DF,3 オーマン DF,19 矢野 貴章 DF,16 武田 洋平 GK,2,3,21 曽ヶ端 準 GK,24 伊東 幸敏 DF,17 ブエノ DF,3 昌子 源 DF,16 山本 脩斗 DF,10 柴崎 岳 MF,40 小笠原 満男 MF,34 鈴木 優磨 MF,7 カイオ MF,18 赤﨑 秀平 FW,9 ジネイ FW
18008,2016-05-21,19:04,第13節,第1日,新潟,川崎F,デンカビッグスワンスタジアム,晴,19.6,76.0,スカパー!/スカパー!プレミアムサービス/NHK BS1,18363.0,41684,新潟県新潟市中央区清五郎67-12,,,9 山崎 亮平 FW,14 田中 達也 MF,8 レオ シルバ MF,41 小塚 和季 MF,13 加藤 大 MF,6 小林 裕紀 MF,5 前野 貴徳 DF,2 大野 和成 DF,4 舞行龍ジェームズ DF,25 小泉 慶 DF,21 守田 達弥 GK,0,0,1 チョン ソンリョン GK,18 エウシーニョ DF,5 谷口 彰悟 DF,23 エドゥアルド DF,20 車屋 紳太郎 DF,14 中村 憲剛 MF,21 エドゥアルド ネット MF,19 森谷 賢太郎 MF,2 登里 享平 MF,11 小林 悠 FW,13 大久保 嘉人 FW
18009,2016-06-22,19:34,第13節,第2日,浦和,FC東京,埼玉スタジアム2002,曇,23.7,74.0,スカパー!/スカパー!プレミアムサービス/NHK BS1 ※4 AFCチャンピオンズリーグ2016の影響により、浦和vsFC東京は6月22日(水)に開催,24368.0,62010,埼玉県さいたま市緑区美園2丁目1,,,30 興梠 慎三 FW,9 武藤 雄樹 MF,20 李 忠成 MF,3 宇賀神 友弥 MF,22 阿部 勇樹 MF,10 柏木 陽介 MF,24 関根 貴大 MF,5 槙野 智章 DF,6 遠藤 航 DF,46 森脇 良太 DF,1 西川 周作 GK,3,2,47 秋元 陽太 GK,2 徳永 悠平 DF,3 森重 真人 DF,5 丸山 祐市 DF,25 小川 諒也 DF,4 高橋 秀人 MF,7 米本 拓司 MF,22 羽生 直剛 MF,37 橋本 拳人 MF,11 ムリキ FW,16 ネイサン バーンズ FW
18010,2016-05-21,16:04,第13節,第1日,広島,G大阪,エディオンスタジアム広島,晴,26.2,41.0,スカパー!/スカパー!プレミアムサービス,17220.0,36894,広島県広島市安佐南区大塚西5-1-1,,,9 ピーター ウタカ FW,30 柴﨑 晃誠 MF,25 茶島 雄介 MF,18 柏 好文 MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,14 ミキッチ MF,4 水本 裕貴 DF,5 千葉 和彦 DF,33 塩谷 司 DF,1 林 卓人 GK,1,3,1 東口 順昭 GK,14 米倉 恒貴 DF,5 丹羽 大輝 DF,8 岩下 敬輔 DF,4 藤春 廣輝 DF,15 今野 泰幸 MF,11 倉田 秋 MF,9 アデミウソン MF,39 宇佐美 貴史 MF,7 遠藤 保仁 MF,29 パトリック FW
18011,2016-05-29,13:05,第14節,第1日,横浜FM,柏,日産スタジアム,晴,26.5,65.0,スカパー!/スカパー!プレミアムサービス,20554.0,72081,神奈川県横浜市港北区小机町3300,,,16 伊藤 翔 FW,11 齋藤 学 MF,10 中村 俊輔 MF,18 遠藤 渓太 MF,8 中町 公祐 MF,2 パク ジョンス MF,23 下平 匠 DF,22 中澤 佑二 DF,4 栗原 勇蔵 DF,13 小林 祐三 DF,1 榎本 哲也 GK,3,0,1 桐畑 和繁 GK,2 鎌田 次郎 DF,4 中谷 進之介 DF,29 中山 雄太 DF,22 輪湖 直樹 DF,14 伊東 純也 MF,28 栗澤 僚一 MF,17 秋野 央樹 MF,15 武富 孝介 MF,19 中川 寛斗 FW,11 ディエゴ オリヴェイラ FW
18012,2016-05-29,14:04,第14節,第1日,仙台,新潟,ユアテックスタジアム仙台,晴,24.4,53.0,スカパー!/スカパー!プレミアムサービス,15049.0,19694,宮城県仙台市泉区七北田字柳78,,,20 ハモン ロペス FW,8 野沢 拓也 FW,10 梁 勇基 MF,14 金久保 順 MF,18 三田 啓貴 MF,17 富田 晋伍 MF,5 石川 直樹 DF,3 渡部 博文 DF,13 平岡 康裕 DF,27 大岩 一貴 DF,1 六反 勇治 GK,4,2,22 川浪 吾郎 GK,25 小泉 慶 DF,4 舞行龍ジェームズ DF,2 大野 和成 DF,7 コルテース DF,6 小林 裕紀 MF,8 レオ シルバ MF,13 加藤 大 MF,41 小塚 和季 MF,11 指宿 洋史 FW,9 山崎 亮平 FW
18013,2016-05-29,14:04,第14節,第1日,福岡,広島,レベルファイブスタジアム,曇時々雨,23.3,80.0,スカパー!/スカパー!プレミアムサービス/NHK BS1(102ch)/RKB毎日放送,13264.0,22331,福岡県福岡市博多区東平尾公園2-1-1,,,17 ウェリントン FW,27 邦本 宜裕 FW,10 城後 寿 MF,7 金森 健志 MF,26 田村 友 MF,15 末吉 隼也 MF,5 實藤 友紀 DF,19 堤 俊輔 DF,20 キム ヒョヌン DF,22 中村 北斗 DF,23 イ ボムヨン GK,0,4,1 林 卓人 GK,33 塩谷 司 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,14 ミキッチ MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,16 清水 航平 MF,31 宮吉 拓実 MF,30 柴﨑 晃誠 MF,9 ピーター ウタカ FW
18014,2016-05-29,15:04,第14節,第1日,鹿島,甲府,県立カシマサッカースタジアム,晴,24.8,48.0,スカパー!/スカパー!プレミアムサービス,14289.0,37496,茨城県鹿嶋市神向寺後山26-2,,,33 金崎 夢生 FW,8 土居 聖真 FW,7 カイオ MF,25 遠藤 康 MF,40 小笠原 満男 MF,10 柴崎 岳 MF,16 山本 脩斗 DF,3 昌子 源 DF,17 ブエノ DF,24 伊東 幸敏 DF,21 曽ヶ端 準 GK,4,0,1 河田 晃兵 GK,41 土屋 征夫 DF,4 山本 英臣 DF,17 津田 琢磨 DF,28 橋爪 勇樹 MF,23 稲垣 祥 MF,27 ビリー セレスキー MF,14 田中 佑昌 MF,13 河本 明人 FW,11 チュカ FW,10 クリスティアーノ FW
18015,2016-05-29,16:03,第14節,第1日,大宮,神戸,NACK5スタジアム大宮,曇時々晴,27.0,49.0,スカパー!/スカパー!プレミアムサービス/テレ玉,12446.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,7 江坂 任 FW,41 家長 昭博 FW,17 横谷 繁 MF,5 沼田 圭悟 MF,23 金澤 慎 MF,18 横山 知伸 MF,22 和田 拓也 DF,25 高山 和真 DF,4 山越 康平 DF,19 奥井 諒 DF,1 加藤 順大 GK,2,2,18 キム スンギュ GK,6 高橋 峻希 DF,4 北本 久仁衛 DF,39 伊野波 雅彦 DF,3 相馬 崇人 DF,9 石津 大介 MF,24 三原 雅俊 MF,33 村松 大輔 MF,19 渡邉 千真 MF,7 ペドロ ジュニオール FW,11 レアンドロ FW
18016,2016-05-29,16:04,第14節,第1日,鳥栖,浦和,ベストアメニティスタジアム,雨のち曇,23.1,89.0,スカパー!/スカパー!プレミアムサービス,13380.0,24130,佐賀県鳥栖市京町812,,,11 豊田 陽平 FW,25 早坂 良太 MF,9 白 星東 MF,16 崔 誠根 MF,14 高橋 義希 MF,30 福田 晃斗 MF,23 吉田 豊 DF,29 谷口 博之 DF,5 キム ミンヒョク DF,8 藤田 優人 DF,33 林 彰洋 GK,0,0,1 西川 周作 GK,46 森脇 良太 DF,6 遠藤 航 DF,5 槙野 智章 DF,24 関根 貴大 MF,10 柏木 陽介 MF,22 阿部 勇樹 MF,3 宇賀神 友弥 MF,20 李 忠成 MF,9 武藤 雄樹 MF,30 興梠 慎三 FW
18017,2016-05-29,17:04,第14節,第1日,FC東京,G大阪,味の素スタジアム,晴,24.0,64.0,スカパー!/スカパー!プレミアムサービス,37805.0,48999,東京都調布市西町376-3,,,38 東 慶悟 FW,20 前田 遼一 FW,48 水沼 宏太 MF,22 羽生 直剛 MF,7 米本 拓司 MF,4 高橋 秀人 MF,2 徳永 悠平 DF,5 丸山 祐市 DF,29 吉本 一謙 DF,37 橋本 拳人 DF,47 秋元 陽太 GK,1,0,1 東口 順昭 GK,14 米倉 恒貴 DF,5 丹羽 大輝 DF,8 岩下 敬輔 DF,4 藤春 廣輝 DF,15 今野 泰幸 MF,11 倉田 秋 MF,9 アデミウソン MF,39 宇佐美 貴史 MF,7 遠藤 保仁 MF,29 パトリック FW
18018,2016-05-29,18:04,第14節,第1日,湘南,名古屋,ShonanBMWスタジアム平塚,曇,22.1,80.0,スカパー!/スカパー!プレミアムサービス,10147.0,15732,神奈川県平塚市大原1−1,,,23 高山 薫 FW,17 端戸 仁 FW,19 大槻 周平 FW,10 菊池 大介 MF,28 神谷 優太 MF,16 石川 俊輝 MF,14 藤田 征也 MF,6 三竿 雄斗 DF,4 アンドレ バイア DF,30 島村 毅 DF,1 村山 智彦 GK,2,1,16 武田 洋平 GK,19 矢野 貴章 DF,5 大武 峻 DF,2 竹内 彬 DF,24 高橋 諒 DF,18 野田 隆之介 MF,15 イ スンヒ MF,17 明神 智和 MF,33 安田 理大 MF,7 田口 泰士 MF,9 シモビッチ FW
18019,2016-05-29,19:04,第14節,第1日,川崎F,磐田,等々力陸上競技場,曇,19.5,76.0,スカパー!/スカパー!プレミアムサービス/NHK BS1,21373.0,26827,神奈川県川崎市中原区等々力1-1,,,13 大久保 嘉人 FW,11 小林 悠 FW,2 登里 享平 MF,19 森谷 賢太郎 MF,21 エドゥアルド ネット MF,14 中村 憲剛 MF,20 車屋 紳太郎 DF,23 エドゥアルド DF,5 谷口 彰悟 DF,18 エウシーニョ DF,1 チョン ソンリョン GK,1,0,1 八田 直樹 GK,33 藤田 義明 DF,3 大井 健太郎 DF,35 森下 俊 DF,24 小川 大貴 DF,23 山本 康裕 MF,13 宮崎 智彦 MF,9 太田 吉彰 MF,4 小林 祐希 MF,15 アダイウトン MF,8 ジェイ FW
18020,2016-06-11,19:04,第15節,第1日,浦和,鹿島,埼玉スタジアム2002,晴,25.4,53.0,スカパー!/スカパー!プレミアムサービス/テレ玉/NHK BS1,51674.0,62010,埼玉県さいたま市緑区美園2丁目1,,,30 興梠 慎三 FW,9 武藤 雄樹 MF,20 李 忠成 MF,3 宇賀神 友弥 MF,22 阿部 勇樹 MF,10 柏木 陽介 MF,7 梅崎 司 MF,5 槙野 智章 DF,6 遠藤 航 DF,46 森脇 良太 DF,1 西川 周作 GK,0,2,21 曽ヶ端 準 GK,22 西 大伍 DF,23 植田 直通 DF,3 昌子 源 DF,16 山本 脩斗 DF,10 柴崎 岳 MF,40 小笠原 満男 MF,25 遠藤 康 MF,7 カイオ MF,8 土居 聖真 FW,33 金崎 夢生 FW
18021,2016-06-11,19:03,第15節,第1日,柏,仙台,日立柏サッカー場,晴,25.9,59.0,スカパー!/スカパー!プレミアムサービス,9534.0,15109,千葉県柏市日立台1-2-50,,,11 ディエゴ オリヴェイラ FW,18 エデルソン FW,8 茨田 陽生 MF,25 小林 祐介 MF,17 秋野 央樹 MF,15 武富 孝介 MF,29 中山 雄太 DF,4 中谷 進之介 DF,2 鎌田 次郎 DF,21 湯澤 聖人 DF,23 中村 航輔 GK,0,2,1 六反 勇治 GK,27 大岩 一貴 DF,13 平岡 康裕 DF,3 渡部 博文 DF,5 石川 直樹 DF,17 富田 晋伍 MF,18 三田 啓貴 MF,7 奥埜 博亮 MF,10 梁 勇基 MF,8 野沢 拓也 FW,20 ハモン ロペス FW
18022,2016-06-11,15:05,第15節,第1日,横浜FM,川崎F,日産スタジアム,晴,27.8,52.0,スカパー!/スカパー!プレミアムサービス,46413.0,72081,神奈川県横浜市港北区小机町3300,,,16 伊藤 翔 FW,11 齋藤 学 MF,10 中村 俊輔 MF,18 遠藤 渓太 MF,8 中町 公祐 MF,2 パク ジョンス MF,15 新井 一耀 DF,22 中澤 佑二 DF,4 栗原 勇蔵 DF,13 小林 祐三 DF,1 榎本 哲也 GK,0,2,1 チョン ソンリョン GK,18 エウシーニョ DF,5 谷口 彰悟 DF,23 エドゥアルド DF,20 車屋 紳太郎 DF,10 大島 僚太 MF,21 エドゥアルド ネット MF,14 中村 憲剛 MF,2 登里 享平 MF,11 小林 悠 FW,13 大久保 嘉人 FW
18023,2016-06-11,15:34,第15節,第1日,甲府,福岡,山梨中銀スタジアム,晴,28.2,40.0,スカパー!/スカパー!プレミアムサービス/テレビ山梨,8133.0,15859,山梨県甲府市小瀬町840,,,10 クリスティアーノ FW,11 チュカ FW,23 稲垣 祥 FW,16 松橋 優 MF,20 黒木 聖仁 MF,27 ビリー セレスキー MF,14 田中 佑昌 MF,5 新里 亮 DF,3 畑尾 大翔 DF,28 橋爪 勇樹 DF,1 河田 晃兵 GK,1,0,23 イ ボムヨン GK,2 濱田 水輝 DF,20 キム ヒョヌン DF,22 中村 北斗 DF,18 亀川 諒史 DF,33 鈴木 惇 MF,15 末吉 隼也 MF,10 城後 寿 MF,13 為田 大貴 MF,7 金森 健志 MF,17 ウェリントン FW
18024,2016-06-11,14:03,第15節,第1日,新潟,大宮,デンカビッグスワンスタジアム,晴,29.2,48.0,スカパー!/スカパー!プレミアムサービス/新潟テレビ21,20381.0,41684,新潟県新潟市中央区清五郎67-12,,,26 端山 豪 FW,9 山崎 亮平 FW,18 成岡 翔 MF,13 加藤 大 MF,6 小林 裕紀 MF,8 レオ シルバ MF,7 コルテース DF,2 大野 和成 DF,4 舞行龍ジェームズ DF,27 松原 健 DF,21 守田 達弥 GK,1,0,1 加藤 順大 GK,19 奥井 諒 DF,4 山越 康平 DF,3 河本 裕之 DF,22 和田 拓也 DF,23 金澤 慎 MF,15 大山 啓輔 MF,5 沼田 圭悟 MF,17 横谷 繁 MF,7 江坂 任 FW,41 家長 昭博 FW
18025,2016-06-11,15:03,第15節,第1日,磐田,FC東京,エコパスタジアム,晴,26.6,62.0,スカパー!/スカパー!プレミアムサービス/静岡放送,20969.0,51697,静岡県袋井市愛野2300-1,,,8 ジェイ FW,15 アダイウトン MF,4 小林 祐希 MF,9 太田 吉彰 MF,13 宮崎 智彦 MF,23 山本 康裕 MF,2 中村 太亮 DF,35 森下 俊 DF,3 大井 健太郎 DF,24 小川 大貴 DF,31 志村 滉 GK,0,0,47 秋元 陽太 GK,37 橋本 拳人 DF,3 森重 真人 DF,5 丸山 祐市 DF,2 徳永 悠平 DF,4 高橋 秀人 MF,22 羽生 直剛 MF,27 田邉 草民 MF,48 水沼 宏太 MF,20 前田 遼一 FW,38 東 慶悟 FW
18026,2016-06-11,19:04,第15節,第1日,名古屋,鳥栖,パロマ瑞穂スタジアム,曇,24.8,51.0,スカパー!/スカパー!プレミアムサービス,7980.0,20223,愛知県名古屋市瑞穂区山下通5丁目1,,,32 川又 堅碁 FW,9 シモビッチ FW,11 永井 謙佑 MF,7 田口 泰士 MF,15 イ スンヒ MF,6 古林 将太 MF,24 高橋 諒 DF,2 竹内 彬 DF,5 大武 峻 DF,19 矢野 貴章 DF,1 楢﨑 正剛 GK,0,1,33 林 彰洋 GK,8 藤田 優人 DF,5 キム ミンヒョク DF,29 谷口 博之 DF,23 吉田 豊 DF,10 金 民友 MF,14 高橋 義希 MF,30 福田 晃斗 MF,24 鎌田 大地 MF,18 富山 貴光 FW,11 豊田 陽平 FW
18027,2016-06-11,14:04,第15節,第1日,G大阪,湘南,市立吹田サッカースタジアム,曇のち晴,32.2,47.0,スカパー!/スカパー!プレミアムサービス,22257.0,39694,大阪府吹田市千里万博公園3−3,,,29 パトリック FW,7 遠藤 保仁 MF,39 宇佐美 貴史 MF,9 アデミウソン MF,11 倉田 秋 MF,15 今野 泰幸 MF,4 藤春 廣輝 DF,8 岩下 敬輔 DF,5 丹羽 大輝 DF,14 米倉 恒貴 DF,1 東口 順昭 GK,3,3,1 村山 智彦 GK,30 島村 毅 DF,4 アンドレ バイア DF,6 三竿 雄斗 DF,14 藤田 征也 MF,28 神谷 優太 MF,16 石川 俊輝 MF,24 奈良輪 雄太 MF,19 大槻 周平 FW,17 端戸 仁 FW,23 高山 薫 FW
18028,2016-06-11,16:05,第15節,第1日,神戸,広島,ノエビアスタジアム神戸,晴,26.7,66.0,スカパー!/スカパー!プレミアムサービス,14509.0,28425,兵庫県神戸市兵庫区御崎町1-2-2,,,11 レアンドロ FW,7 ペドロ ジュニオール FW,19 渡邉 千真 MF,17 田中 英雄 MF,14 藤田 直之 MF,24 三原 雅俊 MF,2 田中 雄大 DF,39 伊野波 雅彦 DF,4 北本 久仁衛 DF,6 高橋 峻希 DF,18 キム スンギュ GK,1,1,1 林 卓人 GK,33 塩谷 司 DF,5 千葉 和彦 DF,4 水本 裕貴 DF,18 柏 好文 MF,6 青山 敏弘 MF,8 森﨑 和幸 MF,16 清水 航平 MF,31 宮吉 拓実 MF,30 柴﨑 晃誠 MF,9 ピーター ウタカ FW
18029,2016-06-18,19:05,第16節,第1日,仙台,甲府,ユアテックスタジアム仙台,晴,25.6,52.0,スカパー!/スカパー!プレミアムサービス,15166.0,19694,宮城県仙台市泉区七北田字柳78,,,20 ハモン ロペス FW,8 野沢 拓也 FW,10 梁 勇基 MF,7 奥埜 博亮 MF,18 三田 啓貴 MF,17 富田 晋伍 MF,5 石川 直樹 DF,13 平岡 康裕 DF,27 大岩 一貴 DF,4 蜂須賀 孝治 DF,1 六反 勇治 GK,2,1,1 河田 晃兵 GK,28 橋爪 勇樹 DF,3 畑尾 大翔 DF,5 新里 亮 DF,14 田中 佑昌 MF,27 ビリー セレスキー MF,20 黒木 聖仁 MF,16 松橋 優 MF,23 稲垣 祥 FW,11 チュカ FW,10 クリスティアーノ FW
18030,2016-06-18,19:03,第16節,第1日,大宮,横浜FM,NACK5スタジアム大宮,晴,26.4,52.0,スカパー!/スカパー!プレミアムサービス/テレ玉,12510.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,41 家長 昭博 FW,7 江坂 任 FW,5 沼田 圭悟 MF,17 横谷 繁 MF,23 金澤 慎 MF,18 横山 知伸 MF,22 和田 拓也 DF,3 河本 裕之 DF,2 菊地 光将 DF,19 奥井 諒 DF,1 加藤 順大 GK,1,1,1 榎本 哲也 GK,13 小林 祐三 DF,22 中澤 佑二 DF,5 ファビオ DF,23 下平 匠 DF,28 喜田 拓也 MF,8 中町 公祐 MF,20 マルティノス MF,10 中村 俊輔 MF,11 齋藤 学 MF,17 富樫 敬真 FW
18031,2016-06-18,19:03,第16節,第1日,FC東京,新潟,味の素スタジアム,晴,26.2,59.0,スカパー!/スカパー!プレミアムサービス/TOKYO MX,24793.0,48999,東京都調布市西町376-3,,,11 ムリキ FW,9 平山 相太 FW,38 東 慶悟 MF,27 田邉 草民 MF,37 橋本 拳人 MF,7 米本 拓司 MF,25 小川 諒也 DF,5 丸山 祐市 DF,3 森重 真人 DF,2 徳永 悠平 DF,47 秋元 陽太 GK,1,1,21 守田 達弥 GK,27 松原 健 DF,4 舞行龍ジェームズ DF,2 大野 和成 DF,7 コルテース DF,6 小林 裕紀 MF,8 レオ シルバ MF,13 加藤 大 MF,18 成岡 翔 MF,26 端山 豪 FW,9 山崎 亮平 FW
18032,2016-06-18,19:04,第16節,第1日,湘南,磐田,ShonanBMWスタジアム平塚,晴,25.2,64.0,スカパー!/スカパー!プレミアムサービス,11341.0,15732,神奈川県平塚市大原1−1,,,23 高山 薫 FW,17 端戸 仁 FW,19 大槻 周平 FW,10 菊池 大介 MF,22 下田 北斗 MF,16 石川 俊輝 MF,14 藤田 征也 MF,6 三竿 雄斗 DF,4 アンドレ バイア DF,30 島村 毅 DF,1 村山 智彦 GK,1,0,31 志村 滉 GK,33 藤田 義明 DF,3 大井 健太郎 DF,44 パパドプーロス DF,2 中村 太亮 DF,40 川辺 駿 MF,13 宮崎 智彦 MF,9 太田 吉彰 MF,4 小林 祐希 MF,23 山本 康裕 MF,15 アダイウトン MF
18033,2016-06-18,19:03,第16節,第1日,名古屋,柏,パロマ瑞穂スタジアム,晴,27.2,50.0,スカパー!/スカパー!プレミアムサービス,10517.0,20223,愛知県名古屋市瑞穂区山下通5丁目1,,,9 シモビッチ FW,7 田口 泰士 MF,11 永井 謙佑 MF,13 磯村 亮太 MF,15 イ スンヒ MF,6 古林 将太 MF,33 安田 理大 DF,2 竹内 彬 DF,5 大武 峻 DF,19 矢野 貴章 DF,1 楢﨑 正剛 GK,1,1,23 中村 航輔 GK,2 鎌田 次郎 DF,4 中谷 進之介 DF,5 増嶋 竜也 DF,21 湯澤 聖人 MF,15 武富 孝介 MF,25 小林 祐介 MF,8 茨田 陽生 MF,22 輪湖 直樹 MF,11 ディエゴ オリヴェイラ FW,9 田中 順也 FW
18034,2016-06-18,19:03,第16節,第1日,神戸,鹿島,ノエビアスタジアム神戸,晴,25.0,68.0,スカパー!/スカパー!プレミアムサービス,18875.0,28425,兵庫県神戸市兵庫区御崎町1-2-2,,,11 レアンドロ FW,7 ペドロ ジュニオール FW,19 渡邉 千真 MF,15 小林 成豪 MF,14 藤田 直之 MF,17 田中 英雄 MF,2 田中 雄大 DF,8 高橋 祥平 DF,4 北本 久仁衛 DF,6 高橋 峻希 DF,18 キム スンギュ GK,1,2,21 曽ヶ端 準 GK,22 西 大伍 DF,23 植田 直通 DF,3 昌子 源 DF,16 山本 脩斗 DF,10 柴崎 岳 MF,40 小笠原 満男 MF,25 遠藤 康 MF,7 カイオ MF,8 土居 聖真 FW,33 金崎 夢生 FW
18035,2016-06-18,19:04,第16節,第1日,広島,浦和,エディオンスタジアム広島,晴,25.9,61.0,スカパー!/スカパー!プレミアムサービス/NHK BS1(102ch),24656.0,36894,広島県広島市安佐南区大塚西5-1-1,,,9 ピーター ウタカ FW,30 柴﨑 晃誠 MF,10 浅野 拓磨 MF,16 清水 航平 MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,18 柏 好文 MF,37 宮原 和也 DF,5 千葉 和彦 DF,33 塩谷 司 DF,1 林 卓人 GK,4,2,1 西川 周作 GK,46 森脇 良太 DF,6 遠藤 航 DF,5 槙野 智章 DF,24 関根 貴大 MF,18 駒井 善成 MF,22 阿部 勇樹 MF,3 宇賀神 友弥 MF,7 梅崎 司 MF,9 武藤 雄樹 MF,30 興梠 慎三 FW
18036,2016-06-18,19:04,第16節,第1日,福岡,川崎F,レベルファイブスタジアム,曇一時雨,27.6,64.0,スカパー!/スカパー!プレミアムサービス/NHK BS1,18226.0,22331,福岡県福岡市博多区東平尾公園2-1-1,,,17 ウェリントン FW,7 金森 健志 FW,27 邦本 宜裕 MF,10 城後 寿 MF,15 末吉 隼也 MF,6 ダニルソン MF,18 亀川 諒史 DF,22 中村 北斗 DF,20 キム ヒョヌン DF,19 堤 俊輔 DF,23 イ ボムヨン GK,2,2,1 チョン ソンリョン GK,18 エウシーニョ DF,5 谷口 彰悟 DF,23 エドゥアルド DF,20 車屋 紳太郎 DF,10 大島 僚太 MF,21 エドゥアルド ネット MF,27 大塚 翔平 MF,2 登里 享平 MF,11 小林 悠 FW,13 大久保 嘉人 FW
18037,2016-06-18,19:04,第16節,第1日,鳥栖,G大阪,ベストアメニティスタジアム,曇のち雨,26.3,70.0,スカパー!/スカパー!プレミアムサービス,14450.0,24130,佐賀県鳥栖市京町812,,,11 豊田 陽平 FW,18 富山 貴光 FW,24 鎌田 大地 MF,30 福田 晃斗 MF,14 高橋 義希 MF,10 金 民友 MF,23 吉田 豊 DF,29 谷口 博之 DF,5 キム ミンヒョク DF,8 藤田 優人 DF,33 林 彰洋 GK,2,1,1 東口 順昭 GK,5 丹羽 大輝 DF,6 金 正也 DF,8 岩下 敬輔 DF,4 藤春 廣輝 DF,21 井手口 陽介 MF,15 今野 泰幸 MF,13 阿部 浩之 MF,39 宇佐美 貴史 MF,7 遠藤 保仁 MF,9 アデミウソン FW
18038,2016-06-25,19:04,第17節,第1日,鹿島,福岡,県立カシマサッカースタジアム,曇,25.6,72.0,スカパー!/スカパー!プレミアムサービス/NHK BS1,31636.0,37496,茨城県鹿嶋市神向寺後山26-2,,,33 金崎 夢生 FW,8 土居 聖真 FW,32 杉本 太郎 MF,25 遠藤 康 MF,40 小笠原 満男 MF,10 柴崎 岳 MF,16 山本 脩斗 DF,17 ブエノ DF,23 植田 直通 DF,22 西 大伍 DF,21 曽ヶ端 準 GK,2,0,23 イ ボムヨン GK,19 堤 俊輔 DF,20 キム ヒョヌン DF,22 中村 北斗 DF,29 古部 健太 DF,6 ダニルソン MF,15 末吉 隼也 MF,10 城後 寿 MF,27 邦本 宜裕 MF,7 金森 健志 FW,17 ウェリントン FW
18039,2016-06-25,19:03,第17節,第1日,浦和,神戸,埼玉スタジアム2002,曇,25.2,80.0,スカパー!/スカパー!プレミアムサービス/テレ玉,29462.0,62010,埼玉県さいたま市緑区美園2丁目1,,,30 興梠 慎三 FW,9 武藤 雄樹 MF,20 李 忠成 MF,18 駒井 善成 MF,22 阿部 勇樹 MF,10 柏木 陽介 MF,24 関根 貴大 MF,4 那須 大亮 DF,6 遠藤 航 DF,46 森脇 良太 DF,1 西川 周作 GK,3,1,18 キム スンギュ GK,6 高橋 峻希 DF,4 北本 久仁衛 DF,39 伊野波 雅彦 DF,3 相馬 崇人 DF,17 田中 英雄 MF,14 藤田 直之 MF,15 小林 成豪 MF,19 渡邉 千真 MF,7 ペドロ ジュニオール MF,11 レアンドロ FW
18040,2016-06-25,19:03,第17節,第1日,柏,湘南,日立柏サッカー場,曇,27.4,71.0,スカパー!/スカパー!プレミアムサービス,9643.0,15109,千葉県柏市日立台1-2-50,,,14 伊東 純也 FW,11 ディエゴ オリヴェイラ FW,15 武富 孝介 MF,28 栗澤 僚一 MF,17 秋野 央樹 MF,8 茨田 陽生 MF,19 中川 寛斗 MF,22 輪湖 直樹 DF,29 中山 雄太 DF,4 中谷 進之介 DF,23 中村 航輔 GK,1,1,1 村山 智彦 GK,36 岡本 拓也 DF,4 アンドレ バイア DF,6 三竿 雄斗 DF,14 藤田 征也 MF,22 下田 北斗 MF,16 石川 俊輝 MF,10 菊池 大介 MF,19 大槻 周平 FW,17 端戸 仁 FW,23 高山 薫 FW
